NAME,PRICE,CUISINES,CITY,REGION,URL,PAGE NO,RESTAURANT_TYPE,TIMING,RATING_TYPE,RATING,VOTES,AREA,PRICE_CATEGORY,RATING_CATEGORY,POPULARITY_CATEGORY,AFFORDABLE_FLAG,WEIGHTED_RATING,VALUE_SCORE,COMBINED_FEATURES
Patel Veggie Delight,550,North Indian,Mumbai,Near Andheri East Station,https://www.zomato.com/mumbai/patel-veggie-delight-near-andheri-east-station/info,803,Quick Bites,"510pm to 1110pm(Mon),11am to 11pm(Tue-Sun)",Good,3.5,42.0,Andheri,Moderate,Good,Low Popularity,True,3.58,6.51,patel veggie delight north indian quick bites moderate good low popularity
Educated Manchurian,350,Chinese,Mumbai,Hill Road-- Bandra West,https://www.zomato.com/mumbai/educated-manchurian-hill-road-bandra-west/info,803,Quick Bites,11am to 12midnight(Mon-Sun),Average,3.2,16.0,Bandra,Budget,Average,Low Popularity,False,3.56,10.17,educated manchurian chinese quick bites budget average low popularity
New Tandoori Night,500,"North Indian,Mughlai,Chinese",Mumbai,Oshiwara-- Andheri West,https://www.zomato.com/mumbai/new-tandoori-night-oshiwara/info,804,Quick Bites,11am to 1130pm(Mon-Sun),Average,3.2,25.0,Andheri,Budget,Average,Low Popularity,False,3.54,7.08,"new tandoori night north indian,mughlai,chinese quick bites budget average low popularity"
Hearty Eats,700,"Healthy Food,Salad,Sandwich",Mumbai,Versova-- Andheri West,https://www.zomato.com/mumbai/hearty-eats-versova/info,805,none,1130am to 5pm(Mon-Sun),Average,3.1,6.0,Andheri,Moderate,Average,Low Popularity,False,3.58,5.11,"hearty eats healthy food,salad,sandwich none moderate average low popularity"
Fresco- Fresh Food And Juices,200,"Fast Food,Juices",Mumbai,Santacruz East,https://www.zomato.com/mumbai/fresco-fresh-food-and-juices-santacruz-east/info,805,Quick Bites,7am to 11pm(Mon-Sun),Average,2.8,7.0,Santacruz,Budget,Average,Low Popularity,False,3.56,17.8,"fresco- fresh food and juices fast food,juices quick bites budget average low popularity"
Shraddha Chinese Corner,400,Chinese,Mumbai,Bandra East,https://www.zomato.com/mumbai/shraddha-chinese-corner-bandra-east/info,805,Quick Bites,"10am to 3pm,6pm to 12midnight(Mon-Sun)",Average,3.0,5.0,Bandra,Budget,Average,Low Popularity,False,3.58,8.95,shraddha chinese corner chinese quick bites budget average low popularity
The Buvette,500,Fast Food,Mumbai,7 Bungalows-- Andheri West,https://www.zomato.com/mumbai/the-buvette-1-7-bungalows/info,806,Quick Bites,1130am to 10pm(Mon-Sun),Good,3.5,66.0,Andheri,Budget,Good,Low Popularity,True,3.57,7.14,the buvette fast food quick bites budget good low popularity
House of Mandarin,2100,"Chinese,Sushi,Asian",Mumbai,Hill Road-- Bandra West,https://www.zomato.com/mumbai/house-of-mandarin-hill-road-bandra-west/info,81,Casual Dining,"12noon to 4pm,7pm to 12midnight(Mon-Sun)",Excellent,4.5,722.0,Bandra,Premium,Excellent,Highly Popular,False,4.38,2.09,"house of mandarin chinese,sushi,asian casual dining premium excellent highly popular"
Madras Diaries,700,"South Indian,Kerala",Mumbai,Linking Road-- Bandra West,https://www.zomato.com/mumbai/madras-diaries-linking-road-bandra-west/info,81,Quick Bites,8am to 1130pm(Mon-Sun),Very Good,4.2,1295.0,Bandra,Moderate,Very Good,Highly Popular,True,4.15,5.93,"madras diaries south indian,kerala quick bites moderate very good highly popular"
10th Street Cafe,1300,"European,Mexican,Continental,American",Mumbai,Juhu,https://www.zomato.com/mumbai/10th-street-cafe-juhu/info,81,Casual Dining,12noon to 12midnight(Mon-Sun),Very Good,4.3,450.0,Juhu,Expensive,Very Good,Moderately Popular,False,4.17,3.21,"10th street cafe european,mexican,continental,american casual dining expensive very good moderately popular"
Khow Chow,1500,Asian,Mumbai,Linking Road-- Bandra West,https://www.zomato.com/mumbai/khow-chow-linking-road-bandra-west/info,81,Casual Dining,12noon to 1145pm(Mon-Sun),Excellent,4.6,369.0,Bandra,Expensive,Excellent,Moderately Popular,False,4.37,2.91,khow chow asian casual dining expensive excellent moderately popular
Gogos kitchen,250,"Chinese,Mughlai",Mumbai,Vile Parle West,https://www.zomato.com/mumbai/gogos-kitchen-vile-parle-west/info,812,Quick Bites,12noon to 12midnight(Mon-Sun),Average,3.3,12.0,Vile Parle,Budget,Average,Low Popularity,False,3.58,14.32,"gogos kitchen chinese,mughlai quick bites budget average low popularity"
Arun Pav Bhaji,350,"Street Food,Chinese",Mumbai,Juhu Chowpatty-- Juhu,https://www.zomato.com/mumbai/arun-pav-bhaji-juhu/info,814,Quick Bites,10am to 12midnight(Mon-Sun),Average,2.9,5.0,Juhu,Budget,Average,Low Popularity,False,3.58,10.23,"arun pav bhaji street food,chinese quick bites budget average low popularity"
Chase D Hunger Restro,250,Fast Food,Mumbai,Near Andheri East Station,https://www.zomato.com/mumbai/chase-d-hunger-restro-near-andheri-east-station/info,815,Quick Bites,8am to 1130pm(Mon-Sun),Average,3.1,4.0,Andheri,Budget,Average,Low Popularity,False,3.59,14.36,chase d hunger restro fast food quick bites budget average low popularity
Saby's D Kitchen,600,"Goan,Chinese",Mumbai,Andheri Lokhandwala-- Andheri West,https://www.zomato.com/mumbai/sabys-d-kitchen-andheri-lokhandwala/info,817,Casual Dining,"Closed(Mon),1230pm to 330pm,6pm to 12midnight...",Average,3.2,11.0,Andheri,Moderate,Average,Low Popularity,False,3.57,5.95,"saby's d kitchen goan,chinese casual dining moderate average low popularity"
Juice Box,200,Beverages,Mumbai,Bandra Talao-- Bandra West,https://www.zomato.com/mumbai/juice-box-bandra-talao-bandra-west/info,818,Beverage Shop,12noon to 12midnight(Mon-Sun),Average,2.5,20.0,Bandra,Budget,Average,Low Popularity,False,3.44,17.2,juice box beverages beverage shop budget average low popularity
Mashkoor's Delhi 6 Zaika,700,"Mughlai,North Indian",Mumbai,Oshiwara-- Andheri West,https://www.zomato.com/mumbai/mashkoors-delhi-6-zaika-oshiwara/info,819,Casual Dining,12noon to 12midnight(Mon-Sun),Average,3.4,39.0,Andheri,Moderate,Average,Low Popularity,False,3.56,5.09,"mashkoor's delhi 6 zaika mughlai,north indian casual dining moderate average low popularity"
Cake Tree,350,"Bakery,Desserts",Mumbai,7 Bungalows-- Andheri West,https://www.zomato.com/mumbai/cake-tree-7-bungalows/info,82,Bakery,10am to 1230AM(Mon-Sun),Average,3.3,76.0,Andheri,Budget,Average,Low Popularity,False,3.48,9.94,"cake tree bakery,desserts bakery budget average low popularity"
Silver Spoon Pure Veg Restaurant,700,"South Indian,Chinese,Mexican,North Indian,Italian",Mumbai,Vile Parle West,https://www.zomato.com/mumbai/silver-spoon-pure-veg-restaurant-vile-parle-west/info,82,Casual Dining,10am to 1230AM(Mon-Sun),Good,3.5,257.0,Vile Parle,Moderate,Good,Moderately Popular,True,3.53,5.04,"silver spoon pure veg restaurant south indian,chinese,mexican,north indian,italian casual dining moderate good moderately popular"
Turning Point,600,"Chinese,North Indian,Seafood",Mumbai,Santacruz East,https://www.zomato.com/mumbai/turning-point-santacruz-east/info,83,Casual Dining,"11am to 330pm,7pm to 1230AM(Mon-Sun)",Average,2.7,115.0,Santacruz,Moderate,Average,Moderately Popular,False,3.14,5.23,"turning point chinese,north indian,seafood casual dining moderate average moderately popular"
Yustrength,700,"Chinese,Fast Food,Healthy Food,Mexican",Mumbai,Carter Road-- Bandra West,https://www.zomato.com/mumbai/yustrength-carter-road-bandra-west/info,83,none,"12noon to 12midnight(Mon,Tue,Wed,Thu,Sun)...",Good,3.8,91.0,Bandra,Moderate,Good,Low Popularity,True,3.7,5.29,"yustrength chinese,fast food,healthy food,mexican none moderate good low popularity"
Shiv Malhar Fast Food Corner,300,"Chinese,Fast Food",Mumbai,Santacruz West,https://www.zomato.com/mumbai/shiv-malhar-fast-food-corner-1-santacruz-west/info,83,Quick Bites,"1pm to 4pm,6pm to 1am(Mon-Sun)",Average,3.0,57.0,Santacruz,Budget,Average,Low Popularity,False,3.4,11.33,"shiv malhar fast food corner chinese,fast food quick bites budget average low popularity"
Mothers Kitchen,500,"Sindhi,Chinese,Fast Food,North Indian,Italian,Rolls",Mumbai,Andheri Lokhandwala-- Andheri West,https://www.zomato.com/mumbai/mothers-kitchen-andheri-lokhandwala/info,83,none,12noon to 1am(Mon-Sun),Good,3.7,277.0,Andheri,Budget,Good,Moderately Popular,True,3.67,7.34,"mothers kitchen sindhi,chinese,fast food,north indian,italian,rolls none budget good moderately popular"
Bistro at Coffee Break,800,"Cafe,Fast Food",Mumbai,Bandstand-- Bandra West,https://www.zomato.com/mumbai/bistro-at-coffee-break-bandstand-bandra-west/info,83,Café,1230pm to 130am(Mon-Sun),Good,3.8,766.0,Bandra,Moderate,Good,Highly Popular,True,3.78,4.72,"bistro at coffee break cafe,fast food café moderate good highly popular"
Shawarma's & More,400,"Lebanese,North Indian,Rolls",Mumbai,Santacruz East,https://www.zomato.com/mumbai/shawarmas-more-santacruz-east/info,83,none,10am to 1am(Mon-Sun),Good,3.5,43.0,Santacruz,Budget,Good,Low Popularity,True,3.58,8.95,"shawarma's & more lebanese,north indian,rolls none budget good low popularity"
The Vintage Kitchen,600,"North Indian,Chinese",Mumbai,Andheri Lokhandwala-- Andheri West,https://www.zomato.com/mumbai/the-vintage-kitchen-andheri-lokhandwala/info,84,Quick Bites,"12midnight to 4am,12noon to 12midnight(Mon-Sun)",Very Good,4.1,277.0,Andheri,Moderate,Very Good,Moderately Popular,True,3.96,6.6,"the vintage kitchen north indian,chinese quick bites moderate very good moderately popular"
Rickshaw's,500,"Healthy Food,North Indian,Salad,Rolls,Lebanese",Mumbai,Juhu,https://www.zomato.com/mumbai/rickshaws-juhu/info,84,Quick Bites,12noon to 4am(Mon-Sun),Good,3.7,152.0,Juhu,Budget,Good,Moderately Popular,True,3.66,7.32,"rickshaw's healthy food,north indian,salad,rolls,lebanese quick bites budget good moderately popular"
Gajalee,1000,"Seafood,Maharashtrian,North Indian",Mumbai,Vile Parle East,https://www.zomato.com/mumbai/gajalee-vile-parle-east/info,84,Casual Dining,"1130am to 330pm,7pm to 1130pm(Mon-Sun)",Very Good,4.2,1630.0,Vile Parle,Moderate,Very Good,Highly Popular,True,4.16,4.16,"gajalee seafood,maharashtrian,north indian casual dining moderate very good highly popular"
Anand Stall,200,"Street Food,South Indian,Fast Food",Mumbai,Vile Parle West,https://www.zomato.com/mumbai/anand-stall-vile-parle-west/info,84,Quick Bites,8am to 1130pm(Mon-Sun),Very Good,4.3,1004.0,Vile Parle,Budget,Very Good,Highly Popular,True,4.23,21.15,"anand stall street food,south indian,fast food quick bites budget very good highly popular"
The Camp,650,"Chinese,North Indian,Mughlai",Mumbai,Santacruz East,https://www.zomato.com/mumbai/the-camp-santacruz-east/info,85,Casual Dining,12noon to 1230AM(Mon-Sun),Good,3.6,137.0,Santacruz,Moderate,Good,Moderately Popular,True,3.61,5.55,"the camp chinese,north indian,mughlai casual dining moderate good moderately popular"
Cafe Simla,550,"Chinese,North Indian,Mughlai",Mumbai,Andheri Lokhandwala-- Andheri West,https://www.zomato.com/mumbai/cafe-simla-andheri-lokhandwala/info,85,Casual Dining,10am to 1am(Mon-Sun),Good,3.5,102.0,Andheri,Moderate,Good,Moderately Popular,True,3.56,6.47,"cafe simla chinese,north indian,mughlai casual dining moderate good moderately popular"
The Bowl Project,500,Asian,Mumbai,Near Andheri East Station,https://www.zomato.com/mumbai/the-bowl-project-near-andheri-east-station/info,86,none,9am to 1am(Mon-Sun),Average,3.4,14.0,Andheri,Budget,Average,Low Popularity,False,3.59,7.18,the bowl project asian none budget average low popularity
Starboy,500,"Continental,Burger,Salad,Desserts",Mumbai,Oshiwara-- Andheri West,https://www.zomato.com/mumbai/starboy-oshiwara/info,86,Quick Bites,11am to 4am(Mon-Sun),Good,3.7,60.0,Andheri,Budget,Good,Low Popularity,True,3.64,7.28,"starboy continental,burger,salad,desserts quick bites budget good low popularity"
Thalis Of India,450,"North Indian,South Indian,Desserts,Beverages",Mumbai,Oshiwara-- Andheri West,https://www.zomato.com/mumbai/thalis-of-india-oshiwara/info,86,none,8am to 2am(Mon-Sun),Average,3.4,64.0,Andheri,Budget,Average,Low Popularity,False,3.53,7.84,"thalis of india north indian,south indian,desserts,beverages none budget average low popularity"
Pizza Sabroso,500,"Pizza,Fast Food",Mumbai,Reclamation-- Bandra West,https://www.zomato.com/mumbai/pizza-sabroso-reclamation-bandra-west/info,86,Quick Bites,1130am to 4am(Mon-Sun),Good,3.7,265.0,Bandra,Budget,Good,Moderately Popular,True,3.67,7.34,"pizza sabroso pizza,fast food quick bites budget good moderately popular"
Parathas N Tikkas,600,North Indian,Mumbai,Andheri Lokhandwala-- Andheri West,https://www.zomato.com/mumbai/parathas-n-tikkas-andheri-lokhandwala/info,87,Quick Bites,"12midnight to 1am,12noon to 12midnight(Mon-Sun)",Good,3.7,95.0,Andheri,Moderate,Good,Low Popularity,True,3.65,6.08,parathas n tikkas north indian quick bites moderate good low popularity
Kadhai Jammu Di,400,"North Indian,Chinese",Mumbai,Versova-- Andheri West,https://www.zomato.com/mumbai/kadhai-jammu-di-versova/info,87,Quick Bites,4pm to 4am(Mon-Sun),Average,3.4,55.0,Andheri,Budget,Average,Low Popularity,False,3.54,8.85,"kadhai jammu di north indian,chinese quick bites budget average low popularity"
Elco,800,"Street Food,Chinese,South Indian",Mumbai,Hill Road-- Bandra West,https://www.zomato.com/mumbai/elco-restaurant-hill-road-bandra-west/info,87,Casual Dining,930am to 1130pm(Mon-Sun),Good,3.8,2127.0,Bandra,Moderate,Good,Highly Popular,True,3.79,4.74,"elco street food,chinese,south indian casual dining moderate good highly popular"
Cafe Arfa,700,"Chinese,North Indian,Mughlai,Fast Food",Mumbai,Near Andheri West Station,https://www.zomato.com/mumbai/cafe-arfa-near-andheri-west-station/info,87,Casual Dining,"1030am to 12midnight(Mon,Tue,Wed,Thu,Sat...",Good,3.9,1063.0,Andheri,Moderate,Good,Highly Popular,True,3.87,5.53,"cafe arfa chinese,north indian,mughlai,fast food casual dining moderate good highly popular"
Imbiss,1000,"German,European,Continental,Burger",Mumbai,Hill Road-- Bandra West,https://www.zomato.com/mumbai/imbiss-hill-road-bandra-west/info,87,Casual Dining,"Closed(Mon),1130am to 3pm,630pm to 11pm(Tue-Sun)",Very Good,4.4,3469.0,Bandra,Moderate,Very Good,Highly Popular,True,4.38,4.38,"imbiss german,european,continental,burger casual dining moderate very good highly popular"
Keventers,400,"Beverages,Ice Cream,Desserts",Mumbai,Carter Road-- Bandra West,https://www.zomato.com/mumbai/keventers-carter-road-bandra-west/info,87,Beverage Shop,11am to 11pm(Mon-Sun),Good,3.8,965.0,Bandra,Budget,Good,Highly Popular,True,3.78,9.45,"keventers beverages,ice cream,desserts beverage shop budget good highly popular"
Tea Break,500,Cafe,Mumbai,Vile Parle East,https://www.zomato.com/mumbai/tea-break-vile-parle-east/info,876,Café,730am to 12midnight(Mon-Sun),Good,3.9,230.0,Vile Parle,Budget,Good,Moderately Popular,True,3.81,7.62,tea break cafe café budget good moderately popular
Hotel Sadichha,600,"Chinese,North Indian,Malwani,Mughlai",Mumbai,Santacruz East,https://www.zomato.com/mumbai/hotel-sadichha-santacruz-east/info,876,Casual Dining,"11am to 330pm,7pm to 12midnight(Mon-Sun)",Good,3.6,141.0,Santacruz,Moderate,Good,Moderately Popular,True,3.61,6.02,"hotel sadichha chinese,north indian,malwani,mughlai casual dining moderate good moderately popular"
Hotel Satish,350,"Chinese,North Indian,Mughlai,Seafood",Mumbai,Near Andheri East Station,https://www.zomato.com/mumbai/hotel-satish-near-andheri-east-station/info,876,Casual Dining,11am to 12midnight(Mon-Sun),Average,2.9,5.0,Andheri,Budget,Average,Low Popularity,False,3.58,10.23,"hotel satish chinese,north indian,mughlai,seafood casual dining budget average low popularity"
Sushi Star,900,"Sushi,Japanese",Mumbai,Juhu,https://www.zomato.com/mumbai/sushi-star-1-juhu/info,877,Casual Dining,1130am to 11pm(Mon-Sun),Average,3.2,11.0,Juhu,Moderate,Average,Low Popularity,False,3.57,3.97,"sushi star sushi,japanese casual dining moderate average low popularity"
Sentir,300,Bakery,Mumbai,Oshiwara-- Andheri West,https://www.zomato.com/mumbai/sentir-oshiwara/info,877,Bakery,11am to 11pm(Mon-Sun),Average,3.3,12.0,Andheri,Budget,Average,Low Popularity,False,3.58,11.93,sentir bakery bakery budget average low popularity
Lazzetti,300,Fast Food,Mumbai,Andheri Lokhandwala-- Andheri West,https://www.zomato.com/mumbai/lazzetti-andheri-lokhandwala/info,877,none,1130am to 12midnight(Mon-Sun),Average,2.9,20.0,Andheri,Budget,Average,Low Popularity,False,3.5,11.67,lazzetti fast food none budget average low popularity
Soma's Gourmet,500,"Bengali,North Indian,Seafood",Mumbai,Santacruz West,https://www.zomato.com/mumbai/somas-gourmet-1-santacruz-west/info,878,none,930am to 11pm(Mon-Sun),Average,3.0,7.0,Santacruz,Budget,Average,Low Popularity,False,3.57,7.14,"soma's gourmet bengali,north indian,seafood none budget average low popularity"
Hilda's Kitchen,400,"Burger,Beverages,Fast Food,Desserts,Sandwich",Mumbai,Santacruz East,https://www.zomato.com/mumbai/hildas-kitchen-1-santacruz-east/info,878,none,"1030am to 8pm(Mon-Sat),Closed(Sun)",Good,3.5,25.0,Santacruz,Budget,Good,Low Popularity,True,3.59,8.98,"hilda's kitchen burger,beverages,fast food,desserts,sandwich none budget good low popularity"
Irfan Chinese Corner,400,Chinese,Mumbai,Santacruz East,https://www.zomato.com/mumbai/irfan-chinese-corner-santacruz-east/info,879,Quick Bites,2pm to 12midnight(Mon-Sun),Average,3.1,8.0,Santacruz,Budget,Average,Low Popularity,False,3.58,8.95,irfan chinese corner chinese quick bites budget average low popularity
Birdsong - The Organic Cafe,1400,"Cafe,Healthy Food,Beverages,Salad",Mumbai,Hill Road-- Bandra West,https://www.zomato.com/mumbai/birdsong-the-organic-cafe-hill-road-bandra-west/info,88,Café,930am to 10pm(Mon-Sun),Very Good,4.0,1686.0,Bandra,Expensive,Very Good,Highly Popular,False,3.98,2.84,"birdsong - the organic cafe cafe,healthy food,beverages,salad café expensive very good highly popular"
Heng Bok,2500,Korean,Mumbai,Linking Road-- Bandra West,https://www.zomato.com/mumbai/heng-bok-linking-road-bandra-west/info,88,Casual Dining,"12noon to 3pm,6pm to 1145pm(Mon-Sun)",Very Good,4.1,556.0,Bandra,Premium,Very Good,Highly Popular,False,4.02,1.61,heng bok korean casual dining premium very good highly popular
China Blue,800,"North Indian,Mughlai,Chinese",Mumbai,Carter Road-- Bandra West,https://www.zomato.com/mumbai/china-blue-carter-road-bandra-west/info,88,Casual Dining,12noon to 1230AM(Mon-Sun),Good,3.8,173.0,Bandra,Moderate,Good,Moderately Popular,True,3.73,4.66,"china blue north indian,mughlai,chinese casual dining moderate good moderately popular"
TM Rolls And Pockets,350,Rolls,Mumbai,Andheri Lokhandwala-- Andheri West,https://www.zomato.com/mumbai/tm-rolls-and-pockets-andheri-lokhandwala/info,881,Quick Bites,1130am to 1030pm(Mon-Sun),Good,3.6,21.0,Andheri,Budget,Good,Low Popularity,True,3.61,10.31,tm rolls and pockets rolls quick bites budget good low popularity
Khubz,700,"Lebanese,Chinese,Kebab,Indian",Mumbai,Santacruz East,https://www.zomato.com/mumbai/khubz-santacruz-east/info,881,Quick Bites,"12noon to 3pm,630pm to 12midnight(Mon-Sun)",Average,3.4,21.0,Santacruz,Moderate,Average,Low Popularity,False,3.58,5.11,"khubz lebanese,chinese,kebab,indian quick bites moderate average low popularity"
Mammy's Kitchen and Grill,500,Fast Food,Mumbai,Andheri Lokhandwala-- Andheri West,https://www.zomato.com/mumbai/mammys-kitchen-and-grill-andheri-lokhandwala/info,884,none,6pm to 12midnight(Mon-Sun),Good,3.5,25.0,Andheri,Budget,Good,Low Popularity,True,3.59,7.18,mammy's kitchen and grill fast food none budget good low popularity
Butler,400,"North Indian,Chinese",Mumbai,Juhu,https://www.zomato.com/mumbai/butler-juhu/info,884,none,11am to 12midnight(Mon-Sun),Average,3.1,4.0,Juhu,Budget,Average,Low Popularity,False,3.59,8.98,"butler north indian,chinese none budget average low popularity"
Andy's Food & Stuff,250,"North Indian,Fast Food",Mumbai,Vile Parle West,https://www.zomato.com/mumbai/andys-food-stuff-vile-parle-west/info,885,Quick Bites,"11am to 10pm(Mon,Tue,Wed,Fri),5pm to 10pm...",Average,3.1,6.0,Vile Parle,Budget,Average,Low Popularity,False,3.58,14.32,"andy's food & stuff north indian,fast food quick bites budget average low popularity"
The Delicious Kitchen,500,"Rolls,Chinese,Biryani",Mumbai,Andheri Lokhandwala-- Andheri West,https://www.zomato.com/mumbai/the-delicious-kitchen-andheri-lokhandwala/info,886,Quick Bites,12noon to 12midnight(Mon-Sun),Average,3.2,8.0,Andheri,Budget,Average,Low Popularity,False,3.58,7.16,"the delicious kitchen rolls,chinese,biryani quick bites budget average low popularity"
Milkshake Kulture,300,Beverages,Mumbai,Versova-- Andheri West,https://www.zomato.com/mumbai/milkshake-kulture-versova/info,89,Beverage Shop,12noon to 1230AM(Mon-Sun),Good,3.7,24.0,Andheri,Budget,Good,Low Popularity,True,3.63,12.1,milkshake kulture beverages beverage shop budget good low popularity
Food Garage,400,"Fast Food,North Indian,Chinese,Biryani,Burger,Pizza,Beverages",Mumbai,Andheri Lokhandwala-- Andheri West,https://www.zomato.com/mumbai/food-garage-andheri-lokhandwala/info,89,Quick Bites,9pm to 7am(Mon-Sun),Good,3.5,138.0,Andheri,Budget,Good,Moderately Popular,True,3.55,8.88,"food garage fast food,north indian,chinese,biryani,burger,pizza,beverages quick bites budget good moderately popular"
Bless Your Hunger,900,"Continental,Italian,Mexican,Pizza,Burger,Beverages,Sandwich,Salad",Mumbai,Oshiwara-- Andheri West,https://www.zomato.com/mumbai/bless-your-hunger-oshiwara/info,891,none,10am to 12midnight(Mon-Sun),Dobrze,3.8,128.0,Andheri,Moderate,Good,Moderately Popular,True,3.71,4.12,"bless your hunger continental,italian,mexican,pizza,burger,beverages,sandwich,salad none moderate good moderately popular"
Biscotti Bakes,200,"Desserts,Bakery",Mumbai,Santacruz West,https://www.zomato.com/mumbai/biscotti-bakes-santacruz-west/info,892,Dessert Parlor,10am to 7pm(Mon-Sun),Average,3.3,17.0,Santacruz,Budget,Average,Low Popularity,False,3.57,17.85,"biscotti bakes desserts,bakery dessert parlor budget average low popularity"
B.F.C - Burger Fries Chaat,200,Fast Food,Mumbai,Near Andheri East Station,https://www.zomato.com/mumbai/b-f-c-burger-fries-chaat-near-andheri-east-station/info,895,Quick Bites,"1130am to 11pm(Mon-Sat),5pm to 11pm(Sun)",Average,3.4,21.0,Andheri,Budget,Average,Low Popularity,False,3.58,17.9,b.f.c - burger fries chaat fast food quick bites budget average low popularity
Bedekar,150,Fast Food,Mumbai,Vile Parle East,https://www.zomato.com/mumbai/bedekar-vile-parle-east/info,896,Quick Bites,"730am to 830pm(Mon),730am to 930pm(Tue-Sun)",Average,3.4,102.0,Vile Parle,Budget,Average,Moderately Popular,False,3.51,23.4,bedekar fast food quick bites budget average moderately popular
The Shawarma Fusion,150,Lebanese,Mumbai,Bandra East,https://www.zomato.com/mumbai/the-shawarma-fusion-bandra-east/info,896,Quick Bites,11am to 10pm(Mon-Sun),Average,3.1,4.0,Bandra,Budget,Average,Low Popularity,False,3.59,23.93,the shawarma fusion lebanese quick bites budget average low popularity
Biryani Biryani,400,"Biryani,North Indian",Mumbai,Andheri Lokhandwala-- Andheri West,https://www.zomato.com/mumbai/biryani-biryani-andheri-lokhandwala/info,898,none,"12noon to 330pm,7pm to 12midnight(Mon-Sun)",Good,3.7,15.0,Andheri,Budget,Good,Low Popularity,True,3.62,9.05,"biryani biryani biryani,north indian none budget good low popularity"
Bono Boutique Ice Cream,750,Ice Cream,Mumbai,Bandstand-- Bandra West,https://www.zomato.com/mumbai/bono-boutique-ice-cream-bandstand-bandra-west/info,899,Dessert Parlor,"11am to 3pm,4pm to 11pm(Mon-Sun)",Average,3.3,63.0,Bandra,Moderate,Average,Low Popularity,False,3.5,4.67,bono boutique ice cream ice cream dessert parlor moderate average low popularity
Ticca Tikka,700,"North Indian,Chinese,Fast Food",Mumbai,Andheri Lokhandwala-- Andheri West,https://www.zomato.com/ticcatikka/info,9,Casual Dining,12noon to 1am(Mon-Sun),Very Good,4.0,2430.0,Andheri,Moderate,Very Good,Highly Popular,True,3.98,5.69,"ticca tikka north indian,chinese,fast food casual dining moderate very good highly popular"
Escobar - Tapas Bar,2500,"Italian,Mexican,Spanish",Mumbai,Linking Road-- Bandra West,https://www.zomato.com/mumbai/escobar-tapas-bar-linking-road-bandra-west/info,9,Lounge,7pm to 130am(Mon-Sun),Very Good,4.0,874.0,Bandra,Premium,Very Good,Highly Popular,False,3.96,1.58,"escobar - tapas bar italian,mexican,spanish lounge premium very good highly popular"
Wild Dining Restaurant,1200,"North Indian,Continental,Mexican,Chinese",Mumbai,Oshiwara-- Andheri West,https://www.zomato.com/mumbai/wild-dining-restaurant-oshiwara/info,9,Casual Dining,"12midnight to 1am,12noon to 330pm,7pm to ...",Excellent,4.5,1782.0,Andheri,Expensive,Excellent,Highly Popular,False,4.45,3.71,"wild dining restaurant north indian,continental,mexican,chinese casual dining expensive excellent highly popular"
Breadkraft,300,"Rolls,Lebanese,Fast Food,Bakery",Mumbai,Andheri Lokhandwala-- Andheri West,https://www.zomato.com/mumbai/breadkraft-andheri-lokhandwala/info,9,Quick Bites,1130am to 230am(Mon-Sun),Good,3.9,1463.0,Andheri,Budget,Good,Highly Popular,True,3.88,12.93,"breadkraft rolls,lebanese,fast food,bakery quick bites budget good highly popular"
AT MRP,1000,"North Indian,Chinese,Continental",Mumbai,Oshiwara-- Andheri West,https://www.zomato.com/mumbai/at-mrp-oshiwara/info,9,Bar,6pm to 1am(Mon-Sun),Very Good,4.2,1335.0,Andheri,Moderate,Very Good,Highly Popular,True,4.16,4.16,"at mrp north indian,chinese,continental bar moderate very good highly popular"
Mahesh Lunch Home,1800,"Seafood,North Indian,Chinese,Mangalorean",Mumbai,Juhu,https://www.zomato.com/mumbai/mahesh-lunch-home-juhu/info,9,Casual Dining,"12noon to 330pm,7pm to 1230AM(Mon-Sun)",Very Good,4.1,1662.0,Juhu,Premium,Very Good,Highly Popular,False,4.07,2.26,"mahesh lunch home seafood,north indian,chinese,mangalorean casual dining premium very good highly popular"
Blue's Kitchen,1800,"Japanese,Thai,Sushi",Mumbai,Pali Hill-- Bandra West,https://www.zomato.com/mumbai/blues-kitchen-1-pali-hill-bandra-west/info,90,Casual Dining,"12noon to 330pm,7pm to 1130pm(Mon-Sun)",Very Good,4.4,838.0,Bandra,Premium,Very Good,Highly Popular,False,4.31,2.39,"blue's kitchen japanese,thai,sushi casual dining premium very good highly popular"
Garde Manger Cafe,700,"Cafe,Healthy Food,Italian,Juices",Mumbai,Vile Parle East,https://www.zomato.com/mumbai/garde-manger-cafe-vile-parle-east/info,90,Café,1030am to 1030pm(Mon-Sun),Very Good,4.4,1737.0,Vile Parle,Moderate,Very Good,Highly Popular,True,4.35,6.21,"garde manger cafe cafe,healthy food,italian,juices café moderate very good highly popular"
Rama Krishna,450,"North Indian,Street Food,South Indian",Mumbai,Vile Parle East,https://www.zomato.com/mumbai/rama-krishna-vile-parle-east/info,90,Quick Bites,7am to 12midnight(Mon-Sun),Very Good,4.1,1047.0,Vile Parle,Budget,Very Good,Highly Popular,True,4.05,9.0,"rama krishna north indian,street food,south indian quick bites budget very good highly popular"
The Terrace,1200,"North Indian,Continental",Mumbai,Juhu,https://www.zomato.com/mumbai/the-terrace-juhu/info,90,Casual Dining,12noon to 130am(Mon-Sun),Good,3.8,403.0,Juhu,Expensive,Good,Moderately Popular,False,3.76,3.13,"the terrace north indian,continental casual dining expensive good moderately popular"
